"","taxon","reference_no","subfamily","Tribe","Genus","Fossil","min_ma","max_ma","Notes"
"265","Formica_eoptera",42241,"Formicinae","None","Formica","Yes",33.9,37.2,"Note"
"266","Formica_flavifemoralis",36942,"Formicinae","None","Formica","Yes",11.608,15.97,"Note"
"267","Formica_flori",38999,"Formicinae","None","Formica","Yes",28.4,33.9,"Note"
"268","Formica_fusca",16579,"Formicinae","None","Formica","Yes",11.608,15.97,"Note"
"269","Formica_gibbosa",44584,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"270","Formica_globiventris",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"271","Formica_grandis",4971,"Formicinae","None","Formica","Yes",33.9,37.2,"Note"
"272","Formica_gravida",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"273","Formica_gustawi",44522,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"274","Formica_heteroptera",41450,"Formicinae","None","Formica","Yes",41.3,47.8,"Note"
"275","Formica_horrida",40999,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"276","Formica_immersa",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"277","Formica_kutscheri",44522,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"278","Formica_latinodosa",38999,"Formicinae","None","Formica","Yes",23.03,28.1,"Note"
"279","Formica_lavateri",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"280","Formica_linquensis",16579,"Formicinae","None","Formica","Yes",11.608,15.97,"Note"
"281","Formica_longicollis",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"282","Formica_lucida",47505,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"283","Formica_luteola",44584,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"284","Formica_macrocephala",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"285","Formica_macrognatha",44584,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"286","Formica_macrophthalma",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"287","Formica_maculipennis",44462,"Formicinae","None","Formica","Yes",5.333,7.246,"Note"
"288","Formica_martynovi",44457,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"289","Formica_neorufibarbis",55325,"Formicinae","None","Formica","Yes",0.0117,0.126,"Note"
"290","Formica_nigra",44584,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"291","Formica_obscura",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"292","Formica_orbata",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"293","Formica_ovala",16579,"Formicinae","None","Formica","Yes",11.608,15.97,"Note"
"294","Formica_palaeopolonica",44522,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"295","Formica_paleosibirica",56094,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"296","Formica_parexsecta",51760,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"297","Formica_parvula",44584,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"298","Formica_phaethusa",40999,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"299","Formica_pitoni",44462,"Formicinae","None","Formica","Yes",2.588,3.6,"Note"
"300","Formica_primitiva",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"301","Formica_primordialis",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"302","Formica_procera",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"303","Formica_pulchella",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"304","Formica_quadrata",44586,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"305","Formica_radchenkoi",44522,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"306","Formica_robusta",4971,"Formicinae","None","Formica","Yes",33.9,37.2,"Note"
"307","Formica_sepulta",38999,"Formicinae","None","Formica","Yes",28.4,33.9,"Note"
"308","Formica_serresi",38999,"Formicinae","None","Formica","Yes",23.03,28.1,"Note"
"309","Formica_seuberti",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"310","Formica_strangulata",40999,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"311","Formica_surinamensis",44587,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"312","Formica_trigona",44584,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"313","Formica_tripartita",38999,"Formicinae","None","Formica","Yes",28.4,33.9,"Note"
"314","Formica_ungeri",37344,"Formicinae","None","Formica","Yes",11.608,12.7,"Note"
"315","Formica_zherikhini",44522,"Formicinae","None","Formica","Yes",33.9,38,"Note"
"316","Formicinae",44418,"Formicinae","None","None","Yes",46.2,50.3,"Note"
"317","Fushuniformica_spinata",40725,"Formicinae","None","Fushuniformica","Yes",48.6,55.8,"Note"
"318","Gesomyrmex_bremii",37344,"Formicinae","None","Gesomyrmex","Yes",11.608,12.7,"Note"
"319","Gesomyrmex_breviceps",44599,"Formicinae","None","Gesomyrmex","Yes",40.4,48.6,"Note"
"320","Gesomyrmex_curiosus",44599,"Formicinae","None","Gesomyrmex","Yes",40.4,48.6,"Note"
"321","Gesomyrmex_flavescens",44599,"Formicinae","None","Gesomyrmex","Yes",40.4,48.6,"Note"
"322","Gesomyrmex_germanicus",44599,"Formicinae","None","Gesomyrmex","Yes",40.4,48.6,"Note"
"323","Gesomyrmex_hoernesi",40999,"Formicinae","None","Gesomyrmex","Yes",33.9,38,"Note"
"324","Gesomyrmex_incertus",56094,"Formicinae","None","Gesomyrmex","Yes",33.9,38,"Note"
"325","Gesomyrmex_macrops",56094,"Formicinae","None","Gesomyrmex","Yes",33.9,38,"Note"
"326","Gesomyrmex_magnus",56094,"Formicinae","None","Gesomyrmex","Yes",33.9,38,"Note"
"327","Gesomyrmex_pulcher",44599,"Formicinae","None","Gesomyrmex","Yes",40.4,48.6,"Note"
"328","Glaphyromyrmex_oligocenicus",38999,"Formicinae","None","Glaphyromyrmex","Yes",28.4,33.9,"Note"
"329","Heeridris_croaticus",51760,"Formicinae","None","Heeridris","Yes",11.608,12.7,"Note"
"330","Huaxiaformica_mallepetiolata",40725,"Formicinae","None","Huaxiaformica","Yes",48.6,55.8,"Note"
"331","Imhoffia_nigra",37344,"Formicinae","None","Imhoffia","Yes",11.608,12.7,"Note"
"332","Imhoffia_pallida",38709,"Formicinae","None","Imhoffia","Yes",11.608,12.7,"Note"
"333","Kyromyrma_neffi",36269,"Formicinae","None","Kyromyrma","Yes",89.8,93.9,"Note"
"334","Lasius",39931,"Formicinae","None","Lasius","Yes",20.44,23.03,"Note"
"335","Lasius_anthracinus",51760,"Formicinae","None","Lasius","Yes",11.608,12.7,"Note"
"336","Lasius_chambonensis",44462,"Formicinae","None","Lasius","Yes",2.588,3.6,"Note"
"337","Lasius_crispus",44462,"Formicinae","None","Lasius","Yes",7.246,11.62,"Note"
"338","Lasius_epicentrus",38999,"Formicinae","None","Lasius","Yes",23.03,28.1,"Note"
"339","Lasius_globularis",38709,"Formicinae","None","Lasius","Yes",23.03,28.1,"Note"
"340","Lasius_glom",55770,"Formicinae","None","Lasius","Yes",41.3,47.8,"Note"
"341","Lasius_inflatus",16579,"Formicinae","None","Lasius","Yes",11.608,15.97,"Note"
"342","Lasius_longaevus",51392,"Formicinae","None","Lasius","Yes",11.608,12.7,"Note"
"343","Lasius_longipennis",37344,"Formicinae","None","Lasius","Yes",11.608,12.7,"Note"
"344","Lasius_mordicus",16579,"Formicinae","None","Lasius","Yes",11.608,15.97,"Note"
"345","Lasius_nemorivagus",40999,"Formicinae","None","Lasius","Yes",33.9,38,"Note"
"346","Lasius_oblongus",37742,"Formicinae","None","Lasius","Yes",5.333,11.608,"Note"
"347","Lasius_occultatus",37344,"Formicinae","None","Lasius","Yes",12.7,13.65,"Note"
"348","Lasius_ophthalmicus",51392,"Formicinae","None","Lasius","Yes",11.608,12.7,"Note"
"349","Lasius_peritulus",4971,"Formicinae","None","Lasius","Yes",33.9,37.2,"Note"
"350","Lasius_pumilus",44414,"Formicinae","None","Lasius","Yes",33.9,38,"Note"
"351","Lasius_punctulatus",44414,"Formicinae","None","Lasius","Yes",33.9,38,"Note"
"352","Lasius_schiefferdeckeri",44414,"Formicinae","None","Lasius","Yes",33.9,38,"Note"
"353","Lasius_tertiarius",44614,"Formicinae","None","Lasius","Yes",11.608,12.7,"Note"
"354","Lasius_truncatus",16579,"Formicinae","None","Lasius","Yes",11.608,15.97,"Note"
"355","Lasius_validus",16579,"Formicinae","None","Lasius","Yes",11.608,15.97,"Note"
"356","Lasius_vetulus",16579,"Formicinae","None","Lasius","Yes",11.608,15.97,"Note"
"357","Leptogasteritus_capricornutes",40725,"Formicinae","None","Leptogasteritus","Yes",48.6,55.8,"Note"
"358","Leucotaphus_donisthorpei",51861,"Formicinae","None","Leucotaphus","Yes",33.9,38,"Note"
"359","Leucotaphus_gurnetensis",37729,"Formicinae","None","Leucotaphus","Yes",33.9,38,"Note"
"360","Liaoformica_longipetiolata",40725,"Formicinae","None","Liaoformica","Yes",48.6,55.8,"Note"
"361","Longiformica_dongzhouheensis",40725,"Formicinae","None","Longiformica","Yes",48.6,55.8,"Note"
"362","Longiformica_guchengziensis",40725,"Formicinae","None","Longiformica","Yes",48.6,55.8,"Note"
"363","Magnogasterites_curticornutus",40725,"Formicinae","None","Magnogasterites","Yes",48.6,55.8,"Note"
"364","Myrmecorhynchus_novaeseelandiae",59088,"Formicinae","None","Myrmecorhynchus","Yes",20.44,23.03,"Note"
"365","Nylanderia_pygmaea",44414,"Formicinae","None","Nylanderia","Yes",33.9,38,"Note"
"366","Nylanderia_vetula",44618,"Formicinae","None","Nylanderia","Yes",13.82,20.44,"Note"
"367","Oecophylla_atavina",37729,"Formicinae","None","Oecophylla","Yes",33.9,38,"Note"
"368","Oecophylla_bartoniana",41450,"Formicinae","None","Oecophylla","Yes",41.3,47.8,"Note"
"369","Oecophylla_brischkei",44414,"Formicinae","None","Oecophylla","Yes",33.9,38,"Note"
"370","Oecophylla_crassinoda",40999,"Formicinae","None","Oecophylla","Yes",33.9,38,"Note"
"371","Oecophylla_eckfeldiana",37721,"Formicinae","None","Oecophylla","Yes",40.4,48.6,"Note"
"372","Oecophylla_grandimandibula",51140,"Formicinae","None","Oecophylla","Yes",5.333,8.7,"Note"
"373","Oecophylla_leakeyi",44619,"Formicinae","None","Oecophylla","Yes",15.97,20.44,"Note"
"374","Oecophylla_longiceps",37721,"Formicinae","None","Oecophylla","Yes",40.4,48.6,"Note"
"375","Oecophylla_megarche",37729,"Formicinae","None","Oecophylla","Yes",33.9,38,"Note"
"376","Oecophylla_obesa",37344,"Formicinae","None","Oecophylla","Yes",11.608,12.7,"Note"
"377","Oecophylla_praeclara",38738,"Formicinae","None","Oecophylla","Yes",28.4,33.9,"Note"
"378","Oecophylla_sicula",44518,"Formicinae","None","Oecophylla","Yes",5.333,11.608,"Note"
"379","Oecophylla_superba",38999,"Formicinae","None","Oecophylla","Yes",28.4,33.9,"Note"
"380","Orbicapitia_reticulata",40725,"Formicinae","None","Orbicapitia","Yes",48.6,55.8,"Note"
"381","Ovalicapito_fushunensis",40725,"Formicinae","None","Ovalicapito","Yes",48.6,55.8,"Note"
"382","Ovaligastrula_xilutianensis",40725,"Formicinae","None","Ovaligastrula","Yes",48.6,55.8,"Note"
"383","Plagiolepis_klinsmanni",44414,"Formicinae","None","Plagiolepis","Yes",33.9,38,"Note"
"384","Plagiolepis_kuenowi",44414,"Formicinae","None","Plagiolepis","Yes",33.9,38,"Note"
"385","Plagiolepis_labilis",44518,"Formicinae","None","Plagiolepis","Yes",5.333,11.608,"Note"
"386","Plagiolepis_minutissima",44578,"Formicinae","None","Plagiolepis","Yes",33.9,38,"Note"
"387","Plagiolepis_paradoxa",44621,"Formicinae","None","Plagiolepis","Yes",33.9,38,"Note"
"388","Plagiolepis_singularis",44414,"Formicinae","None","Plagiolepis","Yes",33.9,38,"Note"
"389","Plagiolepis_solitaria",44414,"Formicinae","None","Plagiolepis","Yes",33.9,38,"Note"
"390","Plagiolepis_squamifera",44414,"Formicinae","None","Plagiolepis","Yes",33.9,38,"Note"
"391","Plagiolepis_wheeleri",44621,"Formicinae","None","Plagiolepis","Yes",33.9,38,"Note"
"392","Polyrhachis_annosus",42983,"Formicinae","None","Polyrhachis","Yes",5.333,7.246,"Note"
"393","Prenolepis_henschei",39242,"Formicinae","","Prenolepis","Yes",33.9,38,"Note"
"394","Prodimorphomyrmex_primigenius",40999,"Formicinae","None","Prodimorphomyrmex","Yes",33.9,38,"Note"
"395","Protoformica_proformicoides",11234,"Formicinae","None","Protoformica","Yes",33.9,38,"Note"
"396","Protomyrmica_atavia",44624,"Formicinae","None","Protomyrmica","Yes",33.9,38,"Note"
"397","Protrechina_carpenteri",38990,"Formicinae","None","Protrechina","Yes",38,41.3,"Note"
"398","Pseudocamponotus_elkoanus",4971,"Formicinae","None","Pseudocamponotus","Yes",28.4,37.2,"Note"
"399","Pseudolasius_boreus",40999,"Formicinae","None","Pseudolasius","Yes",33.9,38,"Note"
"400","Sicilomyrmex_corniger",44518,"Formicinae","None","Sicilomyrmex","Yes",5.333,11.608,"Note"
"401","Sinoformica_longicapitata",40725,"Formicinae","None","Sinoformica","Yes",48.6,55.8,"Note"
